Gene.stable.ID,HGNC.symbol
ENSMNEG00000007382,TAF1B
ENSMNEG00000007384,
ENSMNEG00000007387,U6
ENSMNEG00000007391,
ENSMNEG00000007393,7SK
ENSMNEG00000007396,SNORA62
ENSMNEG00000007399,
ENSMNEG00000007400,
ENSMNEG00000007403,Y_RNA
ENSMNEG00000007408,
ENSMNEG00000007413,
ENSMNEG00000007414,5S_rRNA
ENSMNEG00000007422,U6
ENSMNEG00000007424,
ENSMNEG00000007426,
ENSMNEG00000007431,SNORA73
ENSMNEG00000007433,7SK
ENSMNEG00000007436,
ENSMNEG00000007437,U6
ENSMNEG00000007440,SPRR2D
ENSMNEG00000007443,
ENSMNEG00000007446,U6
ENSMNEG00000007447,5S_rRNA
ENSMNEG00000007451,
ENSMNEG00000007455,TOMM34
ENSMNEG00000007456,Metazoa_SRP
ENSMNEG00000007457,Y_RNA
ENSMNEG00000007459,U6
ENSMNEG00000007460,BMP7
ENSMNEG00000007461,ZNF691
ENSMNEG00000007466,
ENSMNEG00000007470,SNORA63
ENSMNEG00000007473,ANKAR
ENSMNEG00000007474,
ENSMNEG00000007476,7SK
ENSMNEG00000007480,Y_RNA
ENSMNEG00000007482,
ENSMNEG00000007483,
ENSMNEG00000007484,MROH2A
ENSMNEG00000007485,
ENSMNEG00000007486,
ENSMNEG00000007488,7SK
ENSMNEG00000007492,U4
ENSMNEG00000007495,U6
ENSMNEG00000007498,
ENSMNEG00000007499,
ENSMNEG00000007502,
ENSMNEG00000007504,U6
ENSMNEG00000007508,5S_rRNA
ENSMNEG00000007509,PRDM8
ENSMNEG00000007511,
ENSMNEG00000007513,
ENSMNEG00000007518,SLFN14
ENSMNEG00000007522,ATRN
ENSMNEG00000007524,
ENSMNEG00000007527,MIR518B
ENSMNEG00000007530,Y_RNA
ENSMNEG00000007535,TMEM97
ENSMNEG00000007536,U5
ENSMNEG00000007537,PTCD2
ENSMNEG00000007538,
ENSMNEG00000007542,Metazoa_SRP
ENSMNEG00000007545,
ENSMNEG00000007546,7SK
ENSMNEG00000007548,U6
ENSMNEG00000007550,U6
ENSMNEG00000007552,5S_rRNA
ENSMNEG00000007561,U6
ENSMNEG00000007564,
ENSMNEG00000007566,U5
ENSMNEG00000007567,
ENSMNEG00000007570,
ENSMNEG00000007571,
ENSMNEG00000007572,Y_RNA
ENSMNEG00000007573,
ENSMNEG00000007575,
ENSMNEG00000007578,
ENSMNEG00000007585,U6
ENSMNEG00000007586,mne-mir-18
ENSMNEG00000007588,7SK
ENSMNEG00000007591,RAG1
ENSMNEG00000007594,7SK
ENSMNEG00000007600,
ENSMNEG00000007602,Metazoa_SRP
ENSMNEG00000007609,
ENSMNEG00000007610,
ENSMNEG00000007611,mne-mir-22
ENSMNEG00000007613,Y_RNA
ENSMNEG00000007615,5S_rRNA
ENSMNEG00000007616,U6
ENSMNEG00000007617,Y_RNA
ENSMNEG00000007621,SIGLEC1
ENSMNEG00000007625,
ENSMNEG00000007628,OR4D5
ENSMNEG00000007635,
ENSMNEG00000007636,NME8
ENSMNEG00000007637,U6
ENSMNEG00000007639,
ENSMNEG00000007640,7SK
ENSMNEG00000007641,U6
ENSMNEG00000007644,GPR25
ENSMNEG00000007649,U4
ENSMNEG00000007653,
ENSMNEG00000007655,Y_RNA
ENSMNEG00000007657,U6
ENSMNEG00000007660,QPCT
ENSMNEG00000007661,DLGAP3
ENSMNEG00000007662,mne-mir-17
ENSMNEG00000007665,CYFIP1
ENSMNEG00000007670,5S_rRNA
ENSMNEG00000007673,MDGA2
ENSMNEG00000007675,
ENSMNEG00000007676,U6
ENSMNEG00000007680,7SK
ENSMNEG00000007681,HSPB3
ENSMNEG00000007682,B2M
ENSMNEG00000007683,NAXD
ENSMNEG00000007686,
ENSMNEG00000007690,U6
ENSMNEG00000007691,7SK
ENSMNEG00000007697,SHCBP1L
ENSMNEG00000007699,Metazoa_SRP
ENSMNEG00000007701,Y_RNA
ENSMNEG00000007704,U6
ENSMNEG00000007705,
ENSMNEG00000007706,TRAV21
ENSMNEG00000007710,
ENSMNEG00000007715,U6
ENSMNEG00000007716,mne-mir-10b
ENSMNEG00000007721,TBX3
ENSMNEG00000007722,
ENSMNEG00000007723,5S_rRNA
ENSMNEG00000007724,
ENSMNEG00000007731,
ENSMNEG00000007731,
ENSMNEG00000007732,U6
ENSMNEG00000007735,OST4
ENSMNEG00000007736,
ENSMNEG00000007740,7SK
ENSMNEG00000007743,SMIM10L2B
ENSMNEG00000007746,U6
ENSMNEG00000007748,Y_RNA
ENSMNEG00000007750,
ENSMNEG00000007751,TRIR
ENSMNEG00000007753,U6
ENSMNEG00000007757,CD27
ENSMNEG00000007759,U6
ENSMNEG00000007761,U4
ENSMNEG00000007762,MIR495
ENSMNEG00000007767,TRBV24-1
ENSMNEG00000007768,5S_rRNA
ENSMNEG00000007770,MIR212
ENSMNEG00000007772,7SK
ENSMNEG00000007773,
ENSMNEG00000007773,
ENSMNEG00000007779,
ENSMNEG00000007782,ARHGEF18
ENSMNEG00000007784,7SK
ENSMNEG00000007785,U6
ENSMNEG00000007786,U6
ENSMNEG00000007795,Y_RNA
ENSMNEG00000007798,
ENSMNEG00000007799,
ENSMNEG00000007802,
ENSMNEG00000007804,SUOX
ENSMNEG00000007805,
ENSMNEG00000007814,
ENSMNEG00000007819,Metazoa_SRP
ENSMNEG00000007822,IGLV2-33
ENSMNEG00000007823,U6
ENSMNEG00000007825,
ENSMNEG00000007826,5S_rRNA
ENSMNEG00000007827,SNORA5C
ENSMNEG00000007828,PLPPR5
ENSMNEG00000007829,U6
ENSMNEG00000007834,
ENSMNEG00000007840,
ENSMNEG00000007841,MIR448
ENSMNEG00000007842,KCNJ14
ENSMNEG00000007843,Y_RNA
ENSMNEG00000007847,U6
ENSMNEG00000007849,U6
ENSMNEG00000007852,
ENSMNEG00000007853,7SK
ENSMNEG00000007858,B3GNT4
ENSMNEG00000007861,
ENSMNEG00000007862,
ENSMNEG00000007868,
ENSMNEG00000007870,PAPPA
ENSMNEG00000007874,7SK
ENSMNEG00000007877,5S_rRNA
ENSMNEG00000007879,TMEM33
ENSMNEG00000007880,Y_RNA
ENSMNEG00000007881,PRMT1
ENSMNEG00000007882,U4
ENSMNEG00000007885,
ENSMNEG00000007886,U6
ENSMNEG00000007890,LNX1
ENSMNEG00000007893,SNORA5A
ENSMNEG00000007894,U6
ENSMNEG00000007898,
ENSMNEG00000007899,Y_RNA
ENSMNEG00000007901,U6
ENSMNEG00000007903,MIR590
ENSMNEG00000007910,
ENSMNEG00000007911,DIABLO
ENSMNEG00000007912,SORD
ENSMNEG00000007914,
ENSMNEG00000007915,Y_RNA
ENSMNEG00000007919,
ENSMNEG00000007923,U6
ENSMNEG00000007925,5S_rRNA
ENSMNEG00000007927,
ENSMNEG00000007928,
ENSMNEG00000007930,Metazoa_SRP
ENSMNEG00000007934,SLC16A6
ENSMNEG00000007940,U6
ENSMNEG00000007944,
ENSMNEG00000007947,Y_RNA
ENSMNEG00000007949,
ENSMNEG00000007950,U6
ENSMNEG00000007952,TRIM10
ENSMNEG00000007953,RCCD1
ENSMNEG00000007954,
ENSMNEG00000007958,
ENSMNEG00000007960,
ENSMNEG00000007964,
ENSMNEG00000007965,Y_RNA
ENSMNEG00000007968,SOD1
ENSMNEG00000007977,U6
ENSMNEG00000007981,
ENSMNEG00000007981,
ENSMNEG00000007983,U6
ENSMNEG00000007986,
ENSMNEG00000007986,
ENSMNEG00000007986,
ENSMNEG00000007987,U4
ENSMNEG00000007988,7SK
ENSMNEG00000007990,CACNA2D4
ENSMNEG00000007996,5S_rRNA
ENSMNEG00000007997,
ENSMNEG00000007998,U6
ENSMNEG00000008001,
ENSMNEG00000008002,
ENSMNEG00000008005,Y_RNA
ENSMNEG00000008011,Y_RNA
ENSMNEG00000008012,TRAIP
ENSMNEG00000008014,
ENSMNEG00000008018,
ENSMNEG00000008018,
ENSMNEG00000008018,
ENSMNEG00000008023,OR2W3
ENSMNEG00000008024,U6
ENSMNEG00000008028,
ENSMNEG00000008035,
ENSMNEG00000008038,Metazoa_SRP
ENSMNEG00000008040,TXNDC17
ENSMNEG00000008042,U6
ENSMNEG00000008048,U6
ENSMNEG00000008051,5S_rRNA
ENSMNEG00000008052,CEBPB
ENSMNEG00000008053,Y_RNA
ENSMNEG00000008054,Y_RNA
ENSMNEG00000008060,MIR600
ENSMNEG00000008062,
ENSMNEG00000008067,U6
ENSMNEG00000008070,U6
ENSMNEG00000008071,MIR1193
ENSMNEG00000008074,Y_RNA
ENSMNEG00000008076,
ENSMNEG00000008078,7SK
ENSMNEG00000008082,SLBP
ENSMNEG00000008085,
ENSMNEG00000008086,Metazoa_SRP
ENSMNEG00000008087,Y_RNA
ENSMNEG00000008094,U6
ENSMNEG00000008095,5S_rRNA
ENSMNEG00000008099,U1
ENSMNEG00000008100,ACKR3
ENSMNEG00000008101,
ENSMNEG00000008103,
ENSMNEG00000008105,
ENSMNEG00000008106,KCNK12
ENSMNEG00000008114,mne-mir-218-2
ENSMNEG00000008116,U6
ENSMNEG00000008123,U4
ENSMNEG00000008125,Y_RNA
ENSMNEG00000008128,
ENSMNEG00000008130,U6
ENSMNEG00000008133,Y_RNA
ENSMNEG00000008140,U6
ENSMNEG00000008141,MIR3187
ENSMNEG00000008142,
ENSMNEG00000008142,
ENSMNEG00000008145,
ENSMNEG00000008152,5S_rRNA
ENSMNEG00000008157,
ENSMNEG00000008158,U6
ENSMNEG00000008159,DCHS1
ENSMNEG00000008160,U6
ENSMNEG00000008161,H2BC17
ENSMNEG00000008162,
ENSMNEG00000008164,Y_RNA
ENSMNEG00000008166,Metazoa_SRP
ENSMNEG00000008170,
ENSMNEG00000008175,
ENSMNEG00000008176,LRRC10B
ENSMNEG00000008177,PAQR5
ENSMNEG00000008181,Y_RNA
ENSMNEG00000008183,PGBD2
ENSMNEG00000008184,7SK
ENSMNEG00000008188,JAK1
ENSMNEG00000008190,
ENSMNEG00000008193,U6
ENSMNEG00000008194,BEX4
ENSMNEG00000008200,
ENSMNEG00000008202,ZPBP
ENSMNEG00000008203,U6
ENSMNEG00000008204,5S_rRNA
ENSMNEG00000008215,
ENSMNEG00000008217,
ENSMNEG00000008219,Y_RNA
ENSMNEG00000008222,U4
ENSMNEG00000008223,
ENSMNEG00000008224,ANKRD63
ENSMNEG00000008225,
ENSMNEG00000008225,
ENSMNEG00000008228,U6
ENSMNEG00000008230,Y_RNA
ENSMNEG00000008233,FETUB
ENSMNEG00000008236,
ENSMNEG00000008237,
ENSMNEG00000008240,HRH1
ENSMNEG00000008243,PER3
ENSMNEG00000008245,
ENSMNEG00000008247,U6
ENSMNEG00000008252,U6
ENSMNEG00000008254,5S_rRNA
ENSMNEG00000008264,RLN3
ENSMNEG00000008265,Y_RNA
ENSMNEG00000008266,
ENSMNEG00000008267,U6
ENSMNEG00000008269,
ENSMNEG00000008270,U6
ENSMNEG00000008272,Metazoa_SRP
ENSMNEG00000008275,
ENSMNEG00000008279,
ENSMNEG00000008280,Y_RNA
ENSMNEG00000008283,
ENSMNEG00000008284,MTX3
ENSMNEG00000008287,5S_rRNA
ENSMNEG00000008291,
ENSMNEG00000008292,
ENSMNEG00000008293,U6
ENSMNEG00000008298,
ENSMNEG00000008302,U6
ENSMNEG00000008305,Y_RNA
ENSMNEG00000008309,
ENSMNEG00000008313,
ENSMNEG00000008314,SNORD100
ENSMNEG00000008315,U6
ENSMNEG00000008318,U4
ENSMNEG00000008321,TBC1D8B
ENSMNEG00000008323,5S_rRNA
ENSMNEG00000008327,CALML3
ENSMNEG00000008328,
ENSMNEG00000008331,U6
ENSMNEG00000008336,Y_RNA
ENSMNEG00000008337,SNORD79
ENSMNEG00000008345,Y_RNA
ENSMNEG00000008346,
ENSMNEG00000008349,IGLV3-27
ENSMNEG00000008351,
ENSMNEG00000008352,MIR298
ENSMNEG00000008356,U6
ENSMNEG00000008358,U6
ENSMNEG00000008365,GUF1
ENSMNEG00000008367,
ENSMNEG00000008369,U6
ENSMNEG00000008370,5S_rRNA
ENSMNEG00000008371,Metazoa_SRP
ENSMNEG00000008372,C11orf68
ENSMNEG00000008375,U6
ENSMNEG00000008377,SNORD79
ENSMNEG00000008380,U1
ENSMNEG00000008383,Y_RNA
ENSMNEG00000008386,TANK
ENSMNEG00000008390,
ENSMNEG00000008390,
ENSMNEG00000008391,NAGPA
ENSMNEG00000008393,
ENSMNEG00000008395,U5
ENSMNEG00000008396,ELMO1
ENSMNEG00000008401,U6
ENSMNEG00000008405,U6
ENSMNEG00000008407,
ENSMNEG00000008413,U1
ENSMNEG00000008415,SERPINC1
ENSMNEG00000008417,Y_RNA
ENSMNEG00000008419,
ENSMNEG00000008420,U6
ENSMNEG00000008421,
ENSMNEG00000008422,MIR488
ENSMNEG00000008423,5S_rRNA
ENSMNEG00000008430,
ENSMNEG00000008431,FASTK
ENSMNEG00000008433,RAB27A
ENSMNEG00000008438,Metazoa_SRP
ENSMNEG00000008442,Y_RNA
ENSMNEG00000008447,U6
ENSMNEG00000008450,U6
ENSMNEG00000008451,NTF4
ENSMNEG00000008456,Y_RNA
ENSMNEG00000008459,
ENSMNEG00000008460,U6
ENSMNEG00000008461,
ENSMNEG00000008463,CBARP
ENSMNEG00000008465,
ENSMNEG00000008469,5S_rRNA
ENSMNEG00000008471,
ENSMNEG00000008473,
ENSMNEG00000008477,
ENSMNEG00000008483,
ENSMNEG00000008485,U4
ENSMNEG00000008488,U6
ENSMNEG00000008489,U6
ENSMNEG00000008491,
ENSMNEG00000008492,CEP72
ENSMNEG00000008496,
ENSMNEG00000008498,
ENSMNEG00000008500,TLCD1
ENSMNEG00000008501,Y_RNA
ENSMNEG00000008504,CDH20
ENSMNEG00000008505,
ENSMNEG00000008508,HLA-DOA
ENSMNEG00000008511,
ENSMNEG00000008512,U6
ENSMNEG00000008513,
ENSMNEG00000008513,
ENSMNEG00000008515,
ENSMNEG00000008522,GOLPH3L
ENSMNEG00000008523,5S_rRNA
ENSMNEG00000008525,SNORA23
ENSMNEG00000008527,
ENSMNEG00000008528,
ENSMNEG00000008534,SRPX2
ENSMNEG00000008537,U6
ENSMNEG00000008546,PDE1C
ENSMNEG00000008547,U6
ENSMNEG00000008549,Metazoa_SRP
ENSMNEG00000008551,Y_RNA
ENSMNEG00000008553,
ENSMNEG00000008554,
ENSMNEG00000008555,
ENSMNEG00000008556,
ENSMNEG00000008557,U6
ENSMNEG00000008558,U1
ENSMNEG00000008562,MBP
ENSMNEG00000008563,RCE1
ENSMNEG00000008565,STK4
ENSMNEG00000008572,
ENSMNEG00000008573,OGFOD3
ENSMNEG00000008575,ADAT2
ENSMNEG00000008581,RAB24
ENSMNEG00000008586,5S_rRNA
ENSMNEG00000008589,
ENSMNEG00000008591,U6
ENSMNEG00000008593,FNDC11
ENSMNEG00000008594,TRAV16
ENSMNEG00000008596,U4
ENSMNEG00000008597,
ENSMNEG00000008599,Y_RNA
ENSMNEG00000008600,
ENSMNEG00000008605,U1
ENSMNEG00000008606,U6
ENSMNEG00000008611,
ENSMNEG00000008613,U6
ENSMNEG00000008614,
ENSMNEG00000008624,
ENSMNEG00000008625,F9
ENSMNEG00000008626,
ENSMNEG00000008627,Metazoa_SRP
ENSMNEG00000008630,
ENSMNEG00000008633,GP9
ENSMNEG00000008634,U6
ENSMNEG00000008637,5S_rRNA
ENSMNEG00000008638,GRWD1
ENSMNEG00000008639,
ENSMNEG00000008640,RNF121
ENSMNEG00000008643,Y_RNA
ENSMNEG00000008648,
ENSMNEG00000008650,U6
ENSMNEG00000008651,
ENSMNEG00000008653,
ENSMNEG00000008656,U6
ENSMNEG00000008659,
ENSMNEG00000008661,GPR45
ENSMNEG00000008662,SMIM35
ENSMNEG00000008665,U1
ENSMNEG00000008666,U1
ENSMNEG00000008668,
ENSMNEG00000008681,U4
ENSMNEG00000008682,
ENSMNEG00000008686,U6
ENSMNEG00000008688,5S_rRNA
ENSMNEG00000008689,Y_RNA
ENSMNEG00000008691,SLC18A2
ENSMNEG00000008692,LBR
ENSMNEG00000008697,
ENSMNEG00000008700,
ENSMNEG00000008702,
ENSMNEG00000008708,U6
ENSMNEG00000008709,SNORD105
ENSMNEG00000008711,ZNF581
ENSMNEG00000008714,SLC35B2
ENSMNEG00000008716,
ENSMNEG00000008722,
ENSMNEG00000008724,
ENSMNEG00000008726,U6
ENSMNEG00000008727,SPN
ENSMNEG00000008733,Metazoa_SRP
ENSMNEG00000008734,
ENSMNEG00000008735,SOX21
ENSMNEG00000008736,
ENSMNEG00000008737,H2BC1
ENSMNEG00000008740,U6
ENSMNEG00000008742,5S_rRNA
ENSMNEG00000008743,Y_RNA
ENSMNEG00000008747,
ENSMNEG00000008750,
ENSMNEG00000008754,
ENSMNEG00000008756,
ENSMNEG00000008758,
ENSMNEG00000008759,
ENSMNEG00000008764,U6
ENSMNEG00000008768,
ENSMNEG00000008775,U6
ENSMNEG00000008776,
ENSMNEG00000008777,U6
ENSMNEG00000008778,Y_RNA
ENSMNEG00000008781,TCF21
ENSMNEG00000008783,5S_rRNA
ENSMNEG00000008784,U4
ENSMNEG00000008786,UFL1
ENSMNEG00000008792,
ENSMNEG00000008795,ACVR1C
ENSMNEG00000008798,
ENSMNEG00000008799,Y_RNA
ENSMNEG00000008801,LRRN4CL
ENSMNEG00000008803,U6
ENSMNEG00000008806,U6
ENSMNEG00000008807,ZFC3H1
ENSMNEG00000008812,
ENSMNEG00000008813,EXO5
ENSMNEG00000008814,U6
ENSMNEG00000008816,SOX11
ENSMNEG00000008817,
ENSMNEG00000008818,U4
ENSMNEG00000008820,
ENSMNEG00000008822,U6
ENSMNEG00000008825,Y_RNA
ENSMNEG00000008827,5S_rRNA
ENSMNEG00000008831,C15orf65
ENSMNEG00000008835,CPO
ENSMNEG00000008842,
ENSMNEG00000008843,U6
ENSMNEG00000008845,SNORA63
ENSMNEG00000008849,
ENSMNEG00000008850,U6
ENSMNEG00000008856,
ENSMNEG00000008859,U6
ENSMNEG00000008860,INSRR
ENSMNEG00000008861,SERTAD2
ENSMNEG00000008863,Y_RNA
ENSMNEG00000008865,
ENSMNEG00000008867,5S_rRNA
ENSMNEG00000008868,U6
ENSMNEG00000008872,CORIN
ENSMNEG00000008873,SNORD88B
ENSMNEG00000008875,
ENSMNEG00000008878,U4
ENSMNEG00000008879,PCDHA8
ENSMNEG00000008882,
ENSMNEG00000008883,
ENSMNEG00000008885,
ENSMNEG00000008887,U6
ENSMNEG00000008890,
ENSMNEG00000008891,U6
ENSMNEG00000008898,Y_RNA
ENSMNEG00000008902,
ENSMNEG00000008906,
ENSMNEG00000008907,
ENSMNEG00000008908,
ENSMNEG00000008910,
ENSMNEG00000008913,CCDC103
ENSMNEG00000008914,
ENSMNEG00000008916,5S_rRNA
ENSMNEG00000008918,Y_RNA
ENSMNEG00000008921,U6
ENSMNEG00000008923,
ENSMNEG00000008924,
ENSMNEG00000008925,MEI4
ENSMNEG00000008930,PHC2
ENSMNEG00000008933,U6
ENSMNEG00000008935,
ENSMNEG00000008936,U6
ENSMNEG00000008940,
ENSMNEG00000008942,
ENSMNEG00000008943,ACKR2
ENSMNEG00000008945,Y_RNA
ENSMNEG00000008949,U6
ENSMNEG00000008950,Y_RNA
ENSMNEG00000008954,DPH7
ENSMNEG00000008955,
ENSMNEG00000008957,5S_rRNA
ENSMNEG00000008958,SNORD73
ENSMNEG00000008964,
ENSMNEG00000008976,U6
ENSMNEG00000008978,U6
ENSMNEG00000008979,U6
ENSMNEG00000008980,Y_RNA
ENSMNEG00000008982,
ENSMNEG00000008984,
ENSMNEG00000008986,
ENSMNEG00000008993,TMEM250
ENSMNEG00000008995,PRKX
ENSMNEG00000008996,
ENSMNEG00000008998,U6
ENSMNEG00000008999,
ENSMNEG00000009002,Y_RNA
ENSMNEG00000009006,SMIM3
ENSMNEG00000009010,ZNF362
ENSMNEG00000009011,5S_rRNA
ENSMNEG00000009013,Y_RNA
ENSMNEG00000009014,SNORD73
ENSMNEG00000009019,GGN
ENSMNEG00000009020,IL5
ENSMNEG00000009026,MAVS
ENSMNEG00000009027,U6
ENSMNEG00000009029,U6
ENSMNEG00000009033,Y_RNA
ENSMNEG00000009035,
ENSMNEG00000009037,U6
ENSMNEG00000009039,U6
ENSMNEG00000009041,RUNDC3B
ENSMNEG00000009043,
ENSMNEG00000009045,TSSK6
ENSMNEG00000009046,
ENSMNEG00000009048,Y_RNA
ENSMNEG00000009054,
ENSMNEG00000009056,
ENSMNEG00000009058,
ENSMNEG00000009059,5S_rRNA
ENSMNEG00000009061,
ENSMNEG00000009065,
ENSMNEG00000009069,
ENSMNEG00000009070,HEYL
ENSMNEG00000009072,U6
ENSMNEG00000009076,Y_RNA
ENSMNEG00000009078,U6
ENSMNEG00000009079,UQCC3
ENSMNEG00000009082,
ENSMNEG00000009083,
ENSMNEG00000009090,Y_RNA
ENSMNEG00000009092,TMEM170B
ENSMNEG00000009094,
ENSMNEG00000009095,U6
ENSMNEG00000009098,U6
ENSMNEG00000009099,
ENSMNEG00000009101,5S_rRNA
ENSMNEG00000009103,
ENSMNEG00000009108,GASK1A
ENSMNEG00000009109,PKLR
ENSMNEG00000009113,Y_RNA
ENSMNEG00000009115,
ENSMNEG00000009118,U6
ENSMNEG00000009122,
ENSMNEG00000009124,U6
ENSMNEG00000009126,mne-mir-218-1
ENSMNEG00000009130,ACTBL2
ENSMNEG00000009131,RDH13
ENSMNEG00000009132,
ENSMNEG00000009133,
ENSMNEG00000009139,U6
ENSMNEG00000009141,U6
ENSMNEG00000009142,
ENSMNEG00000009145,5S_rRNA
ENSMNEG00000009146,KCNJ2
ENSMNEG00000009151,Y_RNA
ENSMNEG00000009162,MARVELD1
ENSMNEG00000009166,Y_RNA
ENSMNEG00000009169,U6
ENSMNEG00000009170,U6
ENSMNEG00000009171,U6
ENSMNEG00000009172,
ENSMNEG00000009174,C1GALT1C1
ENSMNEG00000009176,MSANTD3-TMEFF1
ENSMNEG00000009179,
ENSMNEG00000009182,
ENSMNEG00000009183,
ENSMNEG00000009187,INTS5
ENSMNEG00000009191,
ENSMNEG00000009193,CCAR1
ENSMNEG00000009195,5S_rRNA
ENSMNEG00000009196,U6
ENSMNEG00000009197,Y_RNA
ENSMNEG00000009198,
ENSMNEG00000009202,
ENSMNEG00000009209,
ENSMNEG00000009212,SLC2A9
ENSMNEG00000009216,U6
ENSMNEG00000009218,U6
ENSMNEG00000009221,Y_RNA
ENSMNEG00000009222,WRAP73
ENSMNEG00000009223,
ENSMNEG00000009225,U1
ENSMNEG00000009226,U6
ENSMNEG00000009227,
ENSMNEG00000009237,KIAA0319
ENSMNEG00000009238,
ENSMNEG00000009242,
ENSMNEG00000009244,
ENSMNEG00000009245,U6
ENSMNEG00000009246,
ENSMNEG00000009247,MSMO1
ENSMNEG00000009249,Y_RNA
ENSMNEG00000009255,U6
ENSMNEG00000009256,U6
ENSMNEG00000009258,
ENSMNEG00000009260,5S_rRNA
ENSMNEG00000009263,PTPN23
ENSMNEG00000009265,
ENSMNEG00000009266,PIR
ENSMNEG00000009268,
ENSMNEG00000009269,
ENSMNEG00000009273,Y_RNA
ENSMNEG00000009274,ZBTB42
ENSMNEG00000009275,U6
ENSMNEG00000009284,Y_RNA
ENSMNEG00000009285,U6
ENSMNEG00000009288,
ENSMNEG00000009296,MIR6501
ENSMNEG00000009302,U2
ENSMNEG00000009306,
ENSMNEG00000009307,U6
ENSMNEG00000009310,
ENSMNEG00000009312,
ENSMNEG00000009315,
ENSMNEG00000009316,U6
ENSMNEG00000009317,U6
ENSMNEG00000009319,5S_rRNA
ENSMNEG00000009323,U6
ENSMNEG00000009326,Y_RNA
ENSMNEG00000009329,H1-4
ENSMNEG00000009330,Y_RNA
ENSMNEG00000009334,U1
ENSMNEG00000009340,
ENSMNEG00000009346,U2
ENSMNEG00000009347,CNNM3
ENSMNEG00000009350,GPR173
ENSMNEG00000009353,TPPP
ENSMNEG00000009356,U6
ENSMNEG00000009357,TMEM200C
ENSMNEG00000009358,
ENSMNEG00000009360,U6
ENSMNEG00000009363,U6
ENSMNEG00000009364,Y_RNA
ENSMNEG00000009367,HIVEP2
ENSMNEG00000009370,
ENSMNEG00000009372,5S_rRNA
ENSMNEG00000009373,
ENSMNEG00000009375,U6
ENSMNEG00000009382,UBXN4
ENSMNEG00000009385,U2
ENSMNEG00000009387,
ENSMNEG00000009393,U6
ENSMNEG00000009396,Y_RNA
ENSMNEG00000009401,U6
ENSMNEG00000009404,
ENSMNEG00000009407,U6
ENSMNEG00000009408,
ENSMNEG00000009409,Y_RNA
ENSMNEG00000009413,
ENSMNEG00000009417,U6
ENSMNEG00000009418,POU3F1
ENSMNEG00000009422,U2
ENSMNEG00000009423,IGHV3-15
ENSMNEG00000009425,
ENSMNEG00000009430,5S_rRNA
ENSMNEG00000009440,C3orf80
ENSMNEG00000009442,
ENSMNEG00000009444,MYADM
ENSMNEG00000009445,U6
ENSMNEG00000009450,U6
ENSMNEG00000009451,Y_RNA
ENSMNEG00000009453,TUSC2
ENSMNEG00000009458,SNORA56
ENSMNEG00000009460,U6
ENSMNEG00000009461,
ENSMNEG00000009462,
ENSMNEG00000009462,
ENSMNEG00000009465,U6
ENSMNEG00000009466,Y_RNA
ENSMNEG00000009468,U2
ENSMNEG00000009473,
ENSMNEG00000009475,
ENSMNEG00000009487,U6
ENSMNEG00000009490,5S_rRNA
ENSMNEG00000009492,MIR200B
ENSMNEG00000009493,
ENSMNEG00000009494,Y_RNA
ENSMNEG00000009500,U2
ENSMNEG00000009501,U6
ENSMNEG00000009502,U6
ENSMNEG00000009506,
ENSMNEG00000009507,
ENSMNEG00000009510,
ENSMNEG00000009511,TMEM233
ENSMNEG00000009515,Y_RNA
ENSMNEG00000009517,U6
ENSMNEG00000009520,
ENSMNEG00000009524,FAM200A
ENSMNEG00000009527,U6
ENSMNEG00000009530,
ENSMNEG00000009538,5S_rRNA
ENSMNEG00000009540,
ENSMNEG00000009541,
ENSMNEG00000009544,U6
ENSMNEG00000009547,
ENSMNEG00000009548,Y_RNA
ENSMNEG00000009549,Y_RNA
ENSMNEG00000009552,EPAS1
ENSMNEG00000009554,U6
ENSMNEG00000009556,SLC1A7
ENSMNEG00000009557,U2
ENSMNEG00000009558,FOXE3
ENSMNEG00000009562,U6
ENSMNEG00000009565,Y_RNA
ENSMNEG00000009570,
ENSMNEG00000009578,RASSF10
ENSMNEG00000009580,Y_RNA
ENSMNEG00000009584,U2
ENSMNEG00000009586,U6
ENSMNEG00000009588,U6
ENSMNEG00000009589,SNORA74
ENSMNEG00000009590,5S_rRNA
ENSMNEG00000009592,
ENSMNEG00000009598,Y_RNA
ENSMNEG00000009599,
ENSMNEG00000009601,BICC1
ENSMNEG00000009604,Y_RNA
ENSMNEG00000009606,H2AC21
ENSMNEG00000009608,U6
ENSMNEG00000009610,
ENSMNEG00000009610,
ENSMNEG00000009610,
ENSMNEG00000009610,
ENSMNEG00000009612,
ENSMNEG00000009614,C1orf174
ENSMNEG00000009615,Y_RNA
ENSMNEG00000009616,FOXS1
ENSMNEG00000009626,U6
ENSMNEG00000009628,
ENSMNEG00000009629,
ENSMNEG00000009630,GPR171
ENSMNEG00000009631,CDKN1A
ENSMNEG00000009632,U6
ENSMNEG00000009639,
ENSMNEG00000009640,SCARNA3
ENSMNEG00000009648,5S_rRNA
ENSMNEG00000009650,Y_RNA
ENSMNEG00000009651,FAM76B
ENSMNEG00000009652,Y_RNA
ENSMNEG00000009655,
ENSMNEG00000009660,
ENSMNEG00000009661,STK39
ENSMNEG00000009662,Y_RNA
ENSMNEG00000009665,U6
ENSMNEG00000009671,SLC37A2
ENSMNEG00000009674,
ENSMNEG00000009676,7SK
ENSMNEG00000009678,
